route_id,service_id,trip_id,trip_headsign,direction_id,block_id
ME1,49535-_ME105-S,5136982,Villeneuve D Ascq 4 Cantons Stade,1,
236,49885-_23622-LAJV,5203005,La Bassee La Bassee Hdv,0,
78,48987-__7804-S,5069593,Baisieux Maison D'Accueil,1,
80,49948-__8003-S,5209253,Erquinghem Lys Rue Du Moulin,0,
87,49840-__8706-S,5195930,Tourcoing Tourcoing Centre,1,
10,50052-__1010-S,5225328,Lomme Lomme Hegel,1,
C11,48212-_C1101-S,4993380,Wasquehal Jp Sartre,1,
L6,48221-__L653-S,4994192,Mons En Baroeul Fort De Mons,1,
L4,48871-__L450-LAMJV,5059714,Halluin Gounod,1,
71,50042-__7107-S,5223428,Tourcoing Tourcoing Centre,0,
35,48072-__3505-LAMJV,4980360,Tourcoing Tourcoing Centre,1,
ME1,49534-_ME111-LAMJV,5135940,Villeneuve D Ascq 4 Cantons Stade,1,
9,48206-___901-LAMJV,4993080,Lille Gare Lille Flandres,0,
71,50041-__7102-LAMJV,5222749,Lille Gare Lille Flandres,1,
ME1,49534-_ME169-LAMJV,5136892,Lille Chu-Eurasante,0,
35,48844-__3508-LAMJV,5056425,Tourcoing Tourcoing Centre,1,
CITL,48119-CITL03-LAMJV,4986170,Lille Porte Des Postes,0,
L6,48921-__L653-LAMJV,5065902,Villeneuve D Ascq Contrescarpe,0,
ME2,50027-_ME217-LAMJV,5220649,Tourcoing C.H. Dron,1,
71,49904-__7122-LAMJV,5205930,Roubaix Euroteleport,0,
CIT5,48862-CIT514-LAMJV,5057915,Roubaix Roubaix Man Fraternité,0,
72,49896-__7207-LAMJV,5203767,Villeneuve D Ascq 4 Cantons Stade,0,
10,50055-__1002-LAMJV,5225777,Lille Gare Lille Flandres,0,
L4,48093-__L458-S,4982846,Lys Lez Lannoy Centre Commercial,0,
CIT5,48084-CIT509-S,4981189,Wattrelos Centre,1,
66,49910-__6625-LAMJV,5206407,Forest Sur Marque Eglise,0,
L8,48559-__L805-D,5020375,Hem Blanchisserie,1,
88,49013-__8816-S,5070981,Lille Lille Europe,0,
86,49762-__8616-S,5187989,Lille Lille Europe,0,
CITT,48864-CITT05-S,5058227,Tourcoing Centre Commercial,0,
71,49509-__7113-S,5130229,Lille Gare Lille Flandres,1,
62,48542-__6211-LAMJV,5019700,Lomme St. Philibert,0,
ME1,49534-_ME155-LAMJV,5136693,Villeneuve D Ascq 4 Cantons Stade,1,
52,49942-__5201-D,5209048,Lille Porte De Douai,0,
32,48896-__3203-S,5063882,Wasquehal Jp Sartre,1,
ME1,49536-_ME110-D,5138024,Lille Chu-Eurasante,0,
10,48110-__1003-LAMJV,4985031,Lille Chu-Centre O. Lambret,1,
15,48889-__1502-LAMJV,5062967,Lesquin Verdun,0,
CO2,48123-_CO203-S,4986830,Perenchies Europe,0,
ME2,50027-_ME214-LAMJV,5220599,Tourcoing C.H. Dron,1,
CO1,48918-_CO101-S,5065533,Villeneuve D Ascq Hotel De Ville,1,
36,48851-__3604-LAMJV,5056942,Croix Croix Saint Pierre,1,
L2,49872-__L250-S,5200774,Wattignies Centre Commercial,0,
9,49768-___903-LAMJV,5189095,Lille Gare Lille Flandres,0,
ME1,49534-_ME115-LAMJV,5136011,Lille Chu-Eurasante,0,
917,48548-_91720-LAMJV,5019818,Wavrin College Blum,1,
18,48187-__1801-D,4991758,Villeneuve D Ascq Hotel De Ville,0,
17,48831-__1705-LAMJV,5055049,Tourcoing Tourcoing Centre,0,
32,48188-__3204-LAMJV,4991874,Villeneuve D Ascq Hotel De Ville,0,
L1,49866-__L151-S,5199494,Faches Thumesnil Ctre Commercial,0,
50,48898-__5013-LAMJV,5064088,Saint Andre Grand St Andre,0,
L90,49070-_L9053-S,5072172,Lille Lille Europe,0,
L3,49892-__L359-LAMJV,5203412,Toufflers Toufflers Douane,0,
86,49761-__8612-LAMJV,5187810,Comines Comines Gare,1,
33,48838-__3310-LAMJV,5055735,Tourcoing Einstein,1,
L5,48133-__L552-D,4988318,Haubourdin Le Parc,0,
L6,48222-__L651-D,4994247,Mons En Baroeul Fort De Mons,1,
64R,49428-_64R07-S,5118097,Lomme St. Philibert,1,
71,50042-__7111-S,5223531,Lille Gare Lille Flandres,1,
14,49178-__1405-D,5104384,Marquette Lez Lille Les Voiles,0,
71,49904-__7120-LAMJV,5205891,Lille Gare Lille Flandres,1,
30,48835-__3004-LAMJV,5055361,Tourcoing Tourcoing Centre,0,
18,48932-__1814-LAMJV,5066975,Lomme Anatole France,1,
L7,48824-__L706-S,5054133,Faches Thumesnil Ctre Commercial,0,
CO2,49865-_CO203-LAMJV,5199332,Lille Chu-Eurasante,1,
C10,48911-_C1003-S,5065049,Marcq En Baroeul Pave Strategique,1,
50,48898-__5008-LAMJV,5064046,Marcq En Baroeul College,1,
CITL,48121-CITL04-D,4986555,Lille Porte Des Postes,0,
ME1,49534-_ME111-LAMJV,5135931,Lille Chu-Eurasante,0,
L91,49075-_L9110-LAMJV,5072805,Lille Lille Europe,0,
14,48115-__1404-D,4985866,Marquette Lez Lille Les Voiles,0,
L3,48870-__L353-LAMJV,5059419,Wattrelos Quart. Beaulieu,1,
L3,48089-__L351-LAMJV,4981666,Toufflers Toufflers Douane,0,
ME1,49534-_ME123-LAMJV,5136138,Villeneuve D Ascq 4 Cantons Stade,1,
17,48061-__1703-S,4979454,Tourcoing Tourcoing Centre,0,
10,48111-__1004-S,4985271,Lomme Lomme Hegel,1,
L8,50094-__L804-LAMJV,5230957,Hem Blanchisserie,1,
ME1,49535-_ME122-S,5137202,Lille Chu-Eurasante,0,
C9,48215-__C901-D,4993617,Lille Mont De Terre,0,
71,49802-__7105-D,5192809,Roubaix Euroteleport,0,
L6,48922-__L650-S,5066011,Villeneuve D Ascq Contrescarpe,0,
ME1,49535-_ME143-S,5137632,Villeneuve D Ascq 4 Cantons Stade,1,
52,48204-__5202-S,4992988,Lille Porte De Douai,0,
35,48073-__3502-S,4980404,Roubaix Euroteleport,0,
36,48848-__3606-LAMJV,5056773,Croix Croix Saint Pierre,1,
C9,48914-__C902-LAMJV,5065168,Mons En Baroeul Fort De Mons,1,
89,48854-__8901-D,5057116,Tourcoing Tourcoing Centre,1,
L4,48874-__L460-LAMJV,5060984,Halluin Gounod,1,
L7,48134-__L703-LAMJV,4988459,Lille Porte Des Postes,1,
L4,48872-__L462-S,5060479,Halluin Gounod,1,
L8,48559-__L801-D,5020295,Hem Blanchisserie,1,
L7,48827-__L704-LAMJV,5054536,Faches Thumesnil Ctre Commercial,0,
10,48110-__1005-LAMJV,4985079,Lille Gare Lille Flandres,0,
CIT5,48084-CIT503-S,4981105,Wattrelos Centre,1,
80,49948-__8015-S,5209270,Armentieres College Jean Rostand,0,
L7,48135-__L705-S,4988652,Lille Porte Des Postes,1,
18,48186-__1807-S,4991690,Villeneuve D Ascq Hotel De Ville,0,
66,49910-__6610-LAMJV,5206366,Villeneuve D Ascq 4 Cantons Stade,1,
51,48198-__5101-S,4992582,Verlinghem Mairie,1,
C12,48140-_C1201-S,4988852,Roubaix Euroteleport,1,
CITH,49065-CITH04-S,5071775,Halluin Hotel De Ville,0,
L8,48875-__L816-LAMJV,5061317,Tourcoing Risquons Tout,0,
CO2,49865-_CO204-LAMJV,5199374,Perenchies Europe,0,
ME2,50027-_ME221-LAMJV,5220723,Tourcoing C.H. Dron,1,
ME2,50027-_ME215-LAMJV,5220620,Lomme St. Philibert,0,
CO3,48920-_CO301-S,5065710,Villeneuve D Ascq Hotel De Ville,0,
L5,48133-__L557-D,4988381,Marcq En Baroeul Ferme Aux Oies,1,
L1,49866-__L156-S,5199604,Wambrechies Agrippin,1,
15,48182-__1502-LAMJV,4991291,Lille Porte De Douai,1,
L6,48922-__L655-S,5066167,Villeneuve D Ascq Contrescarpe,0,
13,49771-__1316-LAMJV,5189522,Villeneuve D Ascq Campus,0,
21R,49393-_21R60-S,5117349,Annoeullin Saint Martin,0,
10,50052-__1001-S,5225121,Lille Chu-Centre O. Lambret,1,
9,48907-___903-LAMJV,5064817,Lille Gare Lille Flandres,0,
13,48179-__1307-LAMJV,4990907,Lille Lille Fives,1,
35,48073-__3502-S,4980396,Wattrelos Quart. Beaulieu,0,
18,48185-__1806-LAMJV,4991554,Villeneuve D Ascq Hotel De Ville,0,
14,50031-__1403-LAMJV,5221679,Marquette Lez Lille Les Voiles,0,
71,50041-__7101-LAMJV,5222723,Lille Gare Lille Flandres,1,
CO1,48918-_CO104-S,5065559,Lille Chu-Eurasante,0,
L7,48134-__L701-LAMJV,4988418,Faches Thumesnil Ctre Commercial,0,
71,49904-__7105-LAMJV,5205611,Roubaix Euroteleport,0,
L5,48133-__L552-D,4988314,Haubourdin Le Parc,0,
86,49760-__8602-D,5187735,Comines Comines Gare,1,
CITL,50013-CITL04-S,5218690,Lille Porte Des Postes,1,
CO3,48919-_CO318-LAMJV,5065691,Ennetieres En Weppes Ctre Commercial,1,
ME1,49534-_ME115-LAMJV,5136037,Lille Chu-Eurasante,0,
32,48933-__3208-LAMJV,5067117,Villeneuve D Ascq Jean Jaures,1,
58,48956-__5808-LAMJV,5068648,Santes Santes Marais,1,
18,48932-__1813-LAMJV,5066967,Lomme Anatole France,1,
236,49885-_23628-M,5203013,Armentieres Hotel De Ville,1,
C12,49891-_C1201-LAMJV,5203195,Hem Eglise Saint Paul,0,
L7,48825-__L702-LAMJV,5054167,Lille Porte Des Postes,1,
C12,48857-_C1201-S,5057289,Hem Eglise Saint Paul,0,
71,50040-__7113-S,5222692,Tourcoing Tourcoing Centre,0,
52,49940-__5204-LAMJV,5208882,Lille Porte De Douai,0,
71,50041-__7110-LAMJV,5222942,Lille Gare Lille Flandres,1,
67,48967-__6701-D,5069202,Vendeville Hameau De L'Europe,0,
ME1,49535-_ME129-S,5137346,Lille Chu-Eurasante,0,
L1,49881-__L151-LAMJV,5202403,Wambrechies Agrippin,1,
L2,49870-__L250-D,5200511,Wattignies Centre Commercial,0,
18,48187-__1801-D,4991769,Lomme Anatole France,1,
NVL,48944-_NVL03-LAMJV,5068157,Lille Rihour,0,
CO1,48918-_CO102-S,5065540,Villeneuve D Ascq Hotel De Ville,1,
71,50040-__7104-S,5222402,Lille Gare Lille Flandres,1,
L4,48872-__L459-S,5060405,Lys Lez Lannoy Centre Commercial,0,
86,49763-__8603-LAMJV,5188021,Lille Lille Europe,0,
ME1,49534-_ME111-LAMJV,5135918,Villeneuve D Ascq 4 Cantons Stade,1,
71,50040-__7105-S,5222435,Lille Gare Lille Flandres,1,
14,49178-__1403-D,5104352,Wattignies Cimetiere,1,
L6,48221-__L654-S,4994210,Mons En Baroeul Fort De Mons,1,
ME2,50027-_ME233-LAMJV,5220882,Lomme St. Philibert,0,
18,48892-__1818-LAMJV,5063484,Villeneuve D Ascq Hotel De Ville,0,
34,48071-__3403-D,4980262,Roubaix Euroteleport,1,
L90,49070-_L9014-S,5072094,Lille Lille Europe,0,
87,49843-__8701-LAMJV,5196060,Tourcoing Tourcoing Centre,1,
15,48890-__1502-S,5063152,Lille Porte De Douai,1,
L5,50026-__L557-LAMJV,5220232,Marcq En Baroeul Ferme Aux Oies,1,
71,49509-__7106-S,5130003,Tourcoing Tourcoing Centre,0,
L3,48091-__L351-D,4982151,Wattrelos Quart. Beaulieu,1,
L90,49068-_L9059-LAMJV,5071988,Lille Lille Europe,0,
33,48068-__3301-D,4980016,Tourcoing Einstein,1,
74R,49443-_74R05-S,5118326,Armentieres Hotel De Ville,1,
L2,49870-__L202-D,5200493,Loos Les Oliveaux,1,
36,48850-__3602-D,5056882,Croix Croix Saint Pierre,1,
55,49173-__5502-LAMJV,5103774,Seclin Le Riez,0,
L8,48875-__L816-LAMJV,5061303,Hem Blanchisserie,1,
9,48206-___902-LAMJV,4993116,Lille Gare Lille Flandres,0,
ME2,50027-_ME272-LAMJV,5221111,Tourcoing C.H. Dron,1,
66,49909-__6608-LAMJV,5206229,Lys Lez Lannoy Centre Commercial,0,
L7,48825-__L702-LAMJV,5054171,Lille Porte Des Postes,1,
L1,48125-__L154-LAMJV,4987142,Wambrechies Agrippin,1,
71,49904-__7107-LAMJV,5205657,Roubaix Euroteleport,0,
L6,48220-__L650-LAMJV,4993951,Mons En Baroeul Fort De Mons,1,
62,48544-__6210-LAMJV,5019733,Lomme St. Philibert,0,
ME1,49534-_ME168-LAMJV,5136884,Villeneuve D Ascq 4 Cantons Stade,1,
20R,49389-_20R03-LAMJV,5117041,Bouvines Eglise,0,
L5,50015-__L553-D,5218990,Marcq En Baroeul Ferme Aux Oies,1,
22R,49396-_22R06-S,5117485,La Bassee La Bassee Hdv,0,
71,50040-__7105-S,5222421,Lille Gare Lille Flandres,1,
L7,48825-__L704-LAMJV,5054250,Faches Thumesnil Ctre Commercial,0,
CITT,48865-CITT03-D,5058323,Neuville En Ferrain Prom De Flandre,1,
36,48850-__3602-D,5056879,Hem Hem La Vallee,0,
33,48066-__3301-LAMJV,4979774,Leers Coeur De Ville,0,
968,49054-_96801-M,5071302,Toufflers Place,1,
CO3,48920-_CO309-S,5065776,Ennetieres En Weppes Ctre Commercial,1,
71,49802-__7104-D,5192776,Tourcoing Tourcoing Centre,0,
CITA,49063-CITA03-LAMJV,5071663,Armentieres Resistants,0,
L4,48092-__L458-LAMJV,4982527,Halluin Gounod,1,
ME2,49550-_ME245-S,5149798,Lomme St. Philibert,0,
13,48887-__1310-S,5062753,Lille Lille Fives,1,
84,49001-__8401-S,5070046,Comines Les Glycines,1,
ME2,50027-_ME277-LAMJV,5221137,Roubaix Roubaix Place,1,
L2,49873-__L255-LAMJV,5201080,Loos Les Oliveaux,1,
29R,49418-_29R08-D,5117987,Aubers Eglise,1,
18,48894-__1803-D,5063701,Villeneuve D Ascq Hotel De Ville,0,
67,48966-__6715-S,5069190,Lille Porte De Douai,1,
71,49509-__7101-S,5129870,Lille Gare Lille Flandres,1,
13,48181-__1301-D,4991132,Villeneuve D Ascq Hotel De Ville,0,
ME1,49534-_ME138-LAMJV,5136332,Lille Chu-Eurasante,0,
74R,49444-_74R11-D,5118346,Armentieres Hotel De Ville,1,
